"","wbic","Name","pe","Model","year","age0.cpe","COUNTY","LAKE","AREA","WDNRTYPE","CODE","CRNTCODE","annual.fishing.effort"
"558",1592400,"Plum",3176,1,2012,14.4805195,"VILAS","PLUM L",1033,NA,"NR","NR",29668.4621212121
"559",1592400,"PLUM",2899,1,2015,57.7272727,"VILAS","PLUM L",1033,NA,"NR","NR",22050.3598484848
"560",1592400,"Plum",2952,1,2018,NA,NA,NA,NA,NA,NA,NA,18994.2616161616
"561",1592400,"PLUM",2710,1,2021,44.32,"VILAS","PLUM",1033,NA,"NR","NR",26486.081043956
"562",1593100,"STAR",4713,1,1986,42.7586207,"VILAS","STAR L",1206,NA,"NR","NR",NA
"563",1593100,"STAR",3366,1,1987,75.042735,"VILAS","STAR L",1206,NA,"NR","NR",NA
"564",1593100,"STAR",7944,1,1993,7.6923077,"VILAS","STAR L",1206,NA,"NR","NR",20386.1065934066
"565",1593100,"STAR",4075,1,1996,18.2051282,"VILAS","STAR L",1206,NA,"NR","NR",NA
"566",1593100,"STAR",5474,1,1997,56.1538462,"VILAS","STAR L",1206,NA,"NR","NR",26850.2219579032
"567",1593100,"STAR",4295,1,2005,63.1623932,"VILAS","STAR L",1206,"Baseline","C-NR","NR",14900.7227272727
"568",1593100,"Star",4622,1,2011,337.008547,"VILAS","STAR L",1206,NA,"NR","NR",NA
"569",1593100,"Star",2759,1,2016,113.6752137,"VILAS","STAR L",1206,NA,"NR","NR",NA
"570",1593400,"LOST LAKE",470,2,1998,10.4347826,"VILAS","LOST L",544,NA,"ST","ST",NA
"571",1593400,"Lost",497,2,2011,0,"VILAS","LOST L",544,NA,"C-ST","ST",NA
"572",1593800,"FOUND LAKE",304,2,1998,11.3513514,"VILAS","FOUND L",326,NA,"ST","ST",NA
"573",1595300,"RAINBOW FL",8745,1,1990,27.5,"ONEIDA","RAINBOW FL",2035,NA,"NR","NR",NA
"574",1595300,"RAINBOW FL",8114,1,1998,54.1860465,"ONEIDA","RAINBOW FL",2035,NA,"NR","NR",NA
"575",1595300,"Rainbow Fl",6768,1,2012,117.28,"ONEIDA","RAINBOW FL",2035,NA,"NR","NR",6279.125
"576",1595300,"RAINBOW FLOWAGE",13414,1,2021,137.9,"ONEIDA","RAINBOW FLOWAGE",2035,NA,"NR","NR",7602.80555555555
"577",1595600,"Muskellunge",986,1,1994,NA,NA,NA,NA,NA,NA,NA,NA
"578",1595600,"Muskellunge",376,1,2009,6.25,"ONEIDA","MUSKELLUNGE L",284,NA,"NR","ST",NA
"579",1595600,"Muskellunge",421,1,2011,4.25,"ONEIDA","MUSKELLUNGE L",284,NA,"NR","ST",7617.45993589744
"580",1595800,"NORTH NOKO",807,2,1988,NA,NA,NA,NA,NA,NA,NA,NA
"581",1595800,"NORTH NOKO",1254,2,1998,0,"ONEIDA","N NOKOMIS L",476,NA,"C-ST","C-ST",NA
"582",1595800,"NORTH NOKO",1411,2,2006,0,"ONEIDA","N NOKOMIS L",476,"Baseline","ST","C-ST",9083.00555555556
"583",1595800,"North Nokomis",606,2,2018,NA,NA,NA,NA,NA,NA,NA,NA
"584",1596300,"LITTLE ST.",3187,2,1989,NA,NA,NA,NA,NA,NA,NA,NA
"585",1596300,"LITTLE ST.",653,2,1992,0,"VILAS","LITTLE ST GERMAIN L",980,NA,"ST","C-ST",46536.7879308192
"586",1596300,"LITTLE ST.",2212,2,1997,2.0143885,"VILAS","LITTLE ST GERMAIN L",980,NA,"ST","C-ST",52097.2778367466
"587",1596300,"LITTLE ST GERMAIN",2586,2,2015,0,"VILAS","LITTLE ST GERMAIN L",980,NA,"C-ST","C-ST",99363.8948308636
"588",1596600,"Muskellunge",287,2,2019,0,"VILAS","MUSKELLUNGE",272,NA,"ST","ST",NA
"589",1596900,"DAM",2627,1,1990,7.6623377,"ONEIDA","DAM L",744,NA,"NR","NR",NA
"590",1596900,"DAM",2556,1,1997,23.9705882,"ONEIDA","DAM L",744,NA,"NR","NR",17766.4978493728
"591",1596900,"DAM",2127,1,2005,68.4931507,"ONEIDA","DAM L",744,NA,"NR","NR",NA
"592",1596900,"Dam",1543,1,2012,31.8181818,"ONEIDA","DAM L",744,NA,"NR","NR",NA
"593",1596900,"DAM",1886,1,2017,0,"ONEIDA","DAM L",744,NA,"NR","NR",NA
"594",1596900,"DAM L",1383,1,2022,9.180327869,"ONEIDA","DAM L",744,NA,"NR","NR",17635.9842032967
"595",1597000,"SAND",1803,1,1990,11.875,"ONEIDA","SAND L",540,NA,"NR","NR",NA
"596",1597000,"SAND",1166,1,1997,21.875,"ONEIDA","SAND L",540,NA,"NR","NR",11733.0140623266
"597",1597000,"SAND",2038,1,2005,NA,NA,NA,NA,NA,NA,NA,NA
"598",1597000,"Sand",728,1,2012,6.25,"ONEIDA","SAND L",540,NA,"NR","NR",NA
"599",1597000,"SAND",845,1,2017,0,"ONEIDA","SAND L",540,NA,"NR","NR",NA
"600",1597000,"SAND L",466,3,2022,39.11111111,"ONEIDA","SAND L",540,NA,"NR","NR",12263.6795634921
"601",1597600,"STONE",253,1,1990,0,"ONEIDA","STONE L",188,NA,"NR","REM",NA
"602",1597600,"STONE",50,1,1997,3.6666667,"ONEIDA","STONE L",188,NA,"NR","REM",2279.66958041958
"603",1598000,"CHAIN",1060,1,1990,0,"ONEIDA","CHAIN L",219,NA,"NR","NR",NA
"604",1598000,"CHAIN",309,1,1997,5.3333333,"ONEIDA","CHAIN L",219,NA,"NR","NR",5737.64858752359
"605",1598000,"CHAIN L",34,3,2022,0,"ONEIDA","CHAIN L",219,NA,"NR","NR",3113.88294483294
"606",1598900,"INDIAN L",885,2,1991,0,"ONEIDA","INDIAN L",397,NA,"C-","ST",NA
"607",1598900,"INDIAN L",582,2,1992,0,"ONEIDA","INDIAN L",397,NA,"C-","ST",NA
"608",1598900,"Indian",566,1,2004,11.1764706,"ONEIDA","INDIAN L",397,"Baseline","NR","ST",NA
"609",1599600,"YELLOW BIR",1278,4,1993,4.3243243,"VILAS","YELLOW BIRCH L",202,NA,"NR","NR",12528.1445221445
"610",1599600,"YELLOW BIR",1918,4,2000,30.8108108,"VILAS","YELLOW BIRCH L",202,NA,"NR","NR",7530.38154623155
"611",1599600,"Yellow Birch",1337,4,2013,0,"VILAS","YELLOW BIRCH L",202,NA,"NR","NR",15048.7474747475
"612",1599900,"DUCK",29,4,1993,8.125,"VILAS","DUCK L",108,NA,"NR","NR",7887.58508158508
"613",1599900,"DUCK",295,4,2000,59.4117647,"VILAS","DUCK L",108,NA,"NR","NR",6181.97575757576
"614",1599900,"Duck",209,4,2013,0,"VILAS","DUCK L",108,NA,"NR","NR",7707.15034965035
"615",1600000,"LYNX",20,4,1993,NA,NA,NA,NA,NA,NA,NA,3582.39452214452
"616",1600000,"LYNX",60,4,2000,0,"VILAS","LYNX L",22,NA,"NR","NR",3184.40664335664
"617",1600000,"Lynx",87,4,2013,NA,NA,NA,NA,NA,NA,NA,4255.44658119658
"618",1600100,"OTTER",183,4,1993,8.8888889,"VILAS","OTTER L",196,NA,"NR","NR",7543.65192307692
"619",1600100,"OTTER",536,4,2000,0,"VILAS","OTTER L",196,NA,"NR","NR",6371.92721445221
"620",1600100,"Otter",779,4,2013,0,"VILAS","OTTER L",196,NA,"NR","NR",6851.71814296814
"621",1600200,"EAGLE",2259,4,1993,61.6666667,"VILAS","EAGLE L",572,NA,"NR","NR",20206.8857600733
"622",1600200,"EAGLE",2855,4,2000,26.25,"VILAS","EAGLE L",572,NA,"NR","NR",13302.1227952603
"623",1600200,"Eagle",2118,4,2013,0,"VILAS","EAGLE L",572,NA,"NR","NR",19962.0842074592
"624",1600300,"SCATTERING",114,4,1993,NA,NA,NA,NA,NA,NA,NA,17440.8911172161
"625",1600300,"SCATTERING",18,4,2000,NA,NA,NA,NA,NA,NA,NA,9054.97391219891
"626",1600300,"Scattering Rice",214,4,2013,0,"VILAS","SCATTERING RICE L",267,NA,"NR","NR",12131.4256993007
"627",1601300,"DEERSKIN",768,2,1993,0,"VILAS","DEERSKIN L",309,NA,"ST","ST",NA
"628",1602300,"LONG",1867,1,1989,28.6585366,"VILAS","LONG L",872,NA,"NR","ST",NA
"629",1602300,"LONG",2553,1,1991,15.3658537,"VILAS","LONG L",872,NA,"NR","ST",18202.8535894661
"630",1602300,"LONG",6650,1,2001,20,"VILAS","LONG L",872,NA,"C-NR","ST",NA
"631",1602300,"LONG",2224,2,2004,0,"VILAS","LONG L",872,NA,"C-ST","ST",NA
"632",1602300,"Long L",5240,2,2010,0.1219512,"VILAS","LONG L",872,NA,"C-ST","ST",NA
"633",1602300,"Long",6472,2,2012,0,"VILAS","LONG L",872,NA,"C-ST","ST",NA
"634",1602300,"LONG",4114,2,2017,10.2439024,"VILAS","LONG L",872,NA,"C-ST","ST",NA
"635",1602300,"LONG",1437,2,2022,0,"VILAS","LONG",872,NA,"ST","ST",NA
"636",1602600,"BIG SAND",1506,2,1989,3.9622642,"VILAS","BIG SAND L",1418,NA,"ST","C-ST",NA
"637",1602600,"BIG SAND",2359,2,1994,NA,NA,NA,NA,NA,NA,NA,49394.9341720779
"638",1602600,"Big Sand",953,2,2012,NA,NA,NA,NA,NA,NA,NA,NA
"639",1602600,"BIG SAND",1587,2,2022,1.323529412,"VILAS","BIG SAND",1418,NA,"C-ST","C-ST",NA
"640",1603400,"VOYAGEUR",300,4,1993,4.6917293,"VILAS","VOYAGEUR L",130,NA,"NR","NR",14554.4599358974
"641",1603700,"CATFISH",2977,4,1993,32.7723392,"VILAS","CATFISH L",1012,NA,"NR","NR",37430.7918401043
"642",1603700,"CATFISH",3600,4,2000,13.8938053,"VILAS","CATFISH L",1012,NA,"NR","NR",25926.5817404817
"643",1603700,"Catfish",5082,4,2013,0.619469,"VILAS","CATFISH L",1012,NA,"NR","NR",28801.7345571096
"644",1603800,"CRANBERRY",2969,4,1993,49.1358025,"VILAS","CRANBERRY L",956,NA,"NR","NR",29568.6900599401
"645",1603800,"CRANBERRY",7524,4,2000,52.8947368,"VILAS","CRANBERRY L",956,NA,"NR","NR",25807.1564879565
"646",1603800,"Cranberry",5869,4,2013,3.245614,"VILAS","CRANBERRY L",956,NA,"NR","NR",23858.7616550117
"647",1605200,"LOWER NINE",158,2,1997,NA,NA,NA,NA,NA,NA,NA,NA
"648",1605600,"LONE STONE",35,3,1995,NA,NA,NA,NA,NA,NA,NA,NA
"649",1605800,"SEVENMILE",2444,1,1992,NA,NA,NA,NA,NA,NA,NA,13207.2864635365
"650",1605800,"SEVENMILE",1342,1,1997,NA,NA,NA,NA,NA,NA,NA,12632.1882978133
"651",1605800,"Sevenmile",647,2,2008,14.9180328,"ONEIDA","SEVENMILE L",503,NA,"C-ST","C-ST",12247.6053946054
"652",1605800,"SEVENMILE",1868,2,2021,NA,NA,NA,NA,NA,NA,NA,NA
"653",1609000,"LONG",861,4,1994,90.1333333,"ONEIDA","LONG L",620,NA,"NR","NR",16870.2313311688
"654",1609000,"LONG LAKE",2071,4,2014,9.7333333,"ONEIDA","LONG L",620,NA,"NR","NR",11180.9357031857
"655",1609100,"PLANTING G",2064,4,1994,NA,NA,NA,NA,NA,NA,NA,19525.4958236208
"656",1609100,"PLANTING GROUND",2553,4,2014,15.9782609,"ONEIDA","PLANTING GROUND L",1012,NA,"NR","NR",12547.666006216
"657",1610400,"ROUND",126,4,1994,55.9090909,"ONEIDA","ROUND L",150,NA,"NR","NR",NA
"658",1610500,"ISLAND",249,4,1994,47,"ONEIDA","ISLAND L",295,NA,"NR","NR",9339.68333333333
"659",1610600,"LITTLE FORK",2801,4,1994,70.5128205,"ONEIDA","LITTLE FORK L",354,NA,"NR","NR",5546.04629120879
"660",1610600,"LITTLE FORK",895,4,2007,NA,NA,NA,NA,NA,NA,NA,NA
"661",1610600,"LITTLE FORK",2574,4,2014,7.25,"ONEIDA","LITTLE FORK L",354,NA,"NR","NR",4855.44079254079
"662",1610700,"BIG FORK",2499,4,1994,58.0246914,"ONEIDA","BIG FORK L",690,NA,"NR","NR",17186.4268315018
"663",1610700,"BIG FORK",4040,4,2007,36.6666667,"ONEIDA","BIG FORK L",690,NA,"C-NR","NR",NA
"664",1610700,"BIG FORK",3039,4,2014,16.4150943,"ONEIDA","BIG FORK L",690,NA,"NR","NR",6525.3993006993
"665",1610800,"FOURMILE",789,4,1994,NA,NA,NA,NA,NA,NA,NA,NA
"666",1610800,"FOURMILE",276,4,2007,14.0540541,"ONEIDA","FOURMILE L",218,NA,"C-NR","NR",NA
"667",1610800,"FOURMILE",960,4,2014,NA,NA,NA,NA,NA,NA,NA,5160.78467365967
"668",1611700,"MEDICINE",1809,4,1994,49.1666667,"ONEIDA","MEDICINE L",372,NA,"NR","NR",7446.00908119658
"669",1611700,"MEDICINE",1293,4,2007,NA,NA,NA,NA,NA,NA,NA,NA
"670",1611700,"MEDICINE",1122,4,2014,2.2916667,"ONEIDA","MEDICINE L",372,NA,"NR","NR",6414.56522921523
"671",1611800,"LAUREL",1129,4,1994,NA,NA,NA,NA,NA,NA,NA,10558.8528693529
"672",1611800,"LAUREL",700,4,2014,1.5942029,"ONEIDA","LAUREL L",232,NA,"NR","NR",6892.5371017871
"673",1612200,"BIG STONE",1513,4,1994,58.125,"ONEIDA","BIG STONE L",548,NA,"NR","NR",9881.99184149184
"674",1612200,"BIG STONE",1400,4,2007,32.0833333,"ONEIDA","BIG STONE L",548,NA,"C-NR","NR",NA
"675",1612200,"BIG STONE",1084,4,2014,NA,NA,NA,NA,NA,NA,NA,6777.68461538462
"676",1612300,"DEER",232,4,1994,NA,NA,NA,NA,NA,NA,NA,NA
"677",1612300,"Deer",234,4,2014,2.0689655,"ONEIDA","DEER L",177,NA,"NR","NR",4072.72785547786
"678",1612900,"DOG",283,4,1994,NA,NA,NA,NA,NA,NA,NA,16883.8561889499
"679",1612900,"Dog",286,4,2014,NA,NA,NA,NA,NA,NA,NA,3750.11130536131
"680",1613000,"BIG",3072,4,1994,64.5454545,"ONEIDA","BIG L",865,NA,"NR","NR",17748.9024343712
"681",1613000,"BIG LAKE",2213,4,2014,1.5151515,"ONEIDA","BIG L",865,NA,"NR","NR",12489.4303807304
"682",1613500,"WHITEFISH",214,1,1994,73.2258065,"ONEIDA","WHITEFISH L",205,NA,"NR","NR-2",NA
"683",1614300,"JULIA",268,3,1994,4.3939394,"ONEIDA","JULIA L (THREE LAKES)",401,NA,"C-","C-NR",NA
"684",1618100,"Thunder",3274,2,2006,0.7692308,"ONEIDA","THUNDER L",1768,NA,"C-ST","C-ST",NA
"685",1618100,"THUNDER",1167,2,2015,1.6981132,"ONEIDA","THUNDER L",1768,NA,"C-ST","C-ST",5915.99431818182
"686",1619700,"PICKEREL",119,2,1994,NA,NA,NA,NA,NA,NA,NA,NA
"687",1619700,"PICKEREL",216,2,2014,NA,NA,NA,NA,NA,NA,NA,NA
"688",1621000,"LOWER BUCK",78,2,1990,NA,NA,NA,NA,NA,NA,NA,NA
"689",1621000,"Lower Buckatabon",138,3,2010,0,"VILAS","LOWER BUCKATABON L",352,NA,"ST","O-ST",12071.1968864469
"690",1621800,"UPPER BUCK",340,2,1990,NA,NA,NA,NA,NA,NA,NA,NA
"691",1621800,"Upper Buckatabon",230,3,2010,NA,NA,NA,NA,NA,NA,NA,21898.6229395604
"692",1623400,"PIONEER",390,2,2003,NA,NA,NA,NA,NA,NA,NA,NA
"693",1623800,"NORTH TWIN",5854,1,1986,11.4,"VILAS","N TWIN L",2788,NA,"C-NR","NR",NA
"694",1623801,"Twin Lake Chain",6396,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"695",1623801,"Twin Lake Chain",14121,1,1996,NA,NA,NA,NA,NA,NA,NA,NA
"696",1623801,"Twin Lake Chain",5007,1,1998,NA,NA,NA,NA,NA,NA,NA,NA
"697",1623801,"Twin Lake Chain",5827,1,2002,NA,NA,NA,NA,NA,NA,NA,NA
"698",1623801,"Twin Lake Chain",10430,1,2007,NA,NA,NA,NA,NA,NA,NA,NA
"699",1623801,"Twin Lake Chain",13441,1,2013,NA,NA,NA,NA,NA,NA,NA,NA
"700",1623801,"TWIN L CHAIN",12814,1,2017,NA,NA,NA,NA,NA,NA,NA,NA
"701",1629500,"BIG PORTAG",2107,1,1992,0.4411765,"VILAS","BIG PORTAGE L",638,NA,"NR","NR",8238.9296953047
"702",1629500,"Big Portag",3186,1,2006,22.9411765,"VILAS","BIG PORTAGE L",638,"Baseline","NR","NR",9134.50533910534
"703",1629500,"Big Portage",2359,1,2012,60.2941176,"VILAS","BIG PORTAGE L",638,NA,"NR","NR",NA
"704",1629500,"BIG PORTAGE",3244,1,2016,44.8529412,"VILAS","BIG PORTAGE L",638,NA,"NR","NR",8142.98650516151
"705",1629500,"BIG PORTAGE L",1296,1,2022,55.14705882,"VILAS","BIG PORTAGE L",638,NA,"NR","NR",NA
"706",1630100,"BLACK OAK",689,2,1993,NA,NA,NA,NA,NA,NA,NA,NA
"707",1630100,"BLACK OAK",1965,2,1999,NA,NA,NA,NA,NA,NA,NA,NA
"708",1630100,"Black Oak",890,2,2008,1.8571429,"VILAS","BLACK OAK L",584,NA,"C-ST","NR-2",NA
"709",1630100,"Black Oak",507,2,2011,10.1587302,"VILAS","BLACK OAK L",584,NA,"C-ST","NR-2",6284.05532661783
"710",1631900,"Lac Vieux Desert",12635,1,1990,NA,NA,NA,NA,NA,NA,NA,NA
"711",1631900,"Lac Vieux Desert",10312,1,1991,NA,NA,NA,NA,NA,NA,NA,NA
"712",1631900,"Lac Vieux Desert",8201,1,1996,84.7239264,"VILAS","LAC VIEUX DESERT",4300,NA,"C-NR","C-ST",NA
"713",1631900,"Lac Vieux Desert",6233,1,1997,86.75,"VILAS","LAC VIEUX DESERT",4300,NA,"C-NR","C-ST",NA
"714",1631900,"Lac Vieux Desert",11968,1,2000,14.7239264,"VILAS","LAC VIEUX DESERT",4300,NA,"C-NR","C-ST",NA
"715",1631900,"Lac Vieux Desert",10505,1,2006,0.3164557,"VILAS","LAC VIEUX DESERT",4300,NA,"C-NR","C-ST",96151.0654040404
"716",1631900,"Lac Vieux Desert",8404,1,2009,0,"VILAS","LAC VIEUX DESERT",4300,NA,"C-NR","C-ST",NA
"717",1631900,"Lac Vieux Desert",4962,2,2012,0.0613497,"VILAS","LAC VIEUX DESERT",4300,NA,"C-ST","C-ST",NA
"718",1631900,"Lac Vieux Desert",2340,2,2016,0,"VILAS","LAC VIEUX DESERT",4300,NA,"C-ST","C-ST",NA
"719",1631900,"Lac Vieux Desert",3208,2,2018,0,"VILAS","LAC VIEUX DESERT",4300,NA,"C-ST","C-ST",9557.93253968254
"720",1835300,"BIG MUSKEL",4719,1,1989,NA,NA,NA,NA,NA,NA,NA,NA
"721",1835300,"BIG MUSKEL",8014,1,1991,47.254902,"VILAS","BIG MUSKELLUNGE L",930,NA,"NR","NR",20368.6445526696
"722",1835300,"BIG MUSKEL",4631,1,1996,31.2745098,"VILAS","BIG MUSKELLUNGE L",930,NA,"NR","NR",15262.5032527658
"723",1835300,"BIG MUSKEL",3265,1,2005,59.7938144,"VILAS","BIG MUSKELLUNGE L",930,NA,"NR","NR",NA
"724",1835300,"Big Muskellunge",8235,1,2011,95.8823529,"VILAS","BIG MUSKELLUNGE L",930,NA,"NR","NR",NA
"725",1835300,"Big Muskellunge",5396,1,2013,72.745098,"VILAS","BIG MUSKELLUNGE L",930,NA,"NR","NR",NA
"726",1835300,"BIG MUSKELLUNGE",3634,1,2016,45.6862745,"VILAS","BIG MUSKELLUNGE L",930,NA,"NR","NR",15104.1807081807
"727",1837700,"BUFFALO",224,2,2022,NA,NA,NA,NA,NA,NA,NA,NA
"728",1844000,"DEEP",486,1,1978,NA,NA,NA,NA,NA,NA,NA,NA
"729",1855900,"JAG",192,1,1993,0,"VILAS","JAG L",158,NA,"NR","NR",NA
"730",1875900,"Pulaski",386,1,2013,0,"RUSK","PULASKI L",126,NA,"C-NR","C-ST",4436.34265734266
"731",1875900,"PULASKI",188,2,2022,0.8,"RUSK","PULASKI",126,NA,"C-ST","C-ST",NA
"732",1880700,"SHERMAN",722,1,1993,11.7768596,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"733",1880700,"SHERMAN",879,1,1994,14.0909091,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"734",1880700,"SHERMAN",800,1,1995,219.0909091,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"735",1880700,"SHERMAN",538,1,1996,58.6363636,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"736",1880700,"SHERMAN",536,1,1997,27.0454545,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"737",1880700,"SHERMAN",642,1,1998,NA,NA,NA,NA,NA,NA,NA,NA
"738",1880700,"SHERMAN",671,1,1999,NA,NA,NA,NA,NA,NA,NA,NA
"739",1880700,"SHERMAN",368,1,2000,53.4848485,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"740",1880700,"SHERMAN",301,1,2001,NA,NA,NA,NA,NA,NA,NA,NA
"741",1880700,"SHERMAN",388,1,2002,NA,NA,NA,NA,NA,NA,NA,NA
"742",1880700,"SHERMAN",580,1,2003,NA,NA,NA,NA,NA,NA,NA,NA
"743",1880700,"SHERMAN",227,1,2005,208.1818182,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"744",1880700,"SHERMAN",299,1,2006,96.704545475,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"745",1880700,"SHERMAN",199,1,2007,161.3636364,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"746",1880700,"SHERMAN",543,1,2008,68.1818182,"VILAS","SHERMAN L",123,NA,"NR","NR",1256.38283730159
"747",1880700,"SHERMAN",366,1,2009,25.4545455,"VILAS","SHERMAN L",123,NA,"NR","NR",1719.84887265512
"748",1880700,"Sherman L",515,1,2010,150.9090909,"VILAS","SHERMAN L",123,NA,"NR","NR",1705.89727425352
"749",1880700,"Sherman",329,1,2011,5.9090909,"VILAS","SHERMAN L",123,NA,"NR","NR",1136.51111111111
"750",1880700,"Sherman",233,1,2012,52.7272727,"VILAS","SHERMAN L",123,NA,"NR","NR",1173.65895169645
"751",1880700,"Sherman L",634,1,2013,45.2272727,"VILAS","SHERMAN L",123,NA,"NR","NR",668.596212121212
"752",1880700,"SHERMAN L",352,1,2014,34.5454545,"VILAS","SHERMAN L",123,NA,"NR","NR",840.098849067599
"753",1880700,"Sherman",418,1,2015,41.3636364,"VILAS","SHERMAN L",123,NA,"NR","NR",1224.53084068709
"754",1880700,"Sherman",272,1,2016,NA,NA,NA,NA,NA,NA,NA,NA
"755",1880700,"SHERMAN",396,1,2017,NA,NA,NA,NA,NA,NA,NA,NA
"756",1880700,"Sherman L",247,1,2018,NA,NA,NA,NA,NA,NA,NA,NA
"757",1880700,"Sherman L",310,1,2019,5.9,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"758",1880700,"SHERMAN L",221,1,2021,0,"VILAS","SHERMAN L",123,NA,"NR","NR",NA
"759",1881100,"SILVER",369,1,1992,NA,NA,NA,NA,NA,NA,NA,NA
"760",1881100,"Silver",588,1,2009,7.0454545,"BARRON","SILVER L",337,NA,"C-NR","C-NR",8757.2895021645
"761",1881100,"SILVER",731,1,2017,28.1818182,"BARRON","SILVER L",337,NA,"C-NR","C-NR",NA
"762",1881900,"SPARKLING",924,1,1991,0,"VILAS","SPARKLING L",154,NA,"NR","C-ST",NA
"763",1881900,"SPARKLING",399,1,1996,0,"VILAS","SPARKLING L",154,NA,"NR","C-ST",1251.4855977356
"764",1881900,"SPARKLING",664,2,2006,0,"VILAS","SPARKLING L",154,"Baseline","C-ST","C-ST",2022.91025641026
"765",1881900,"Sparkling",285,2,2012,NA,NA,NA,NA,NA,NA,NA,NA
"766",1881900,"Sparkling L",433,2,2020,0,"VILAS","SPARKLING",154,NA,"C-ST","C-ST",NA
"767",1881900,"SPARKLING",310,2,2021,1.955,"VILAS","SPARKLING",154,NA,"C-ST","C-ST",NA
"768",1881900,"SPARKLING",308,2,2022,0,"VILAS","SPARKLING",154,NA,"C-ST","C-ST",NA
"769",1884100,"STONE",1144,2,1983,NA,NA,NA,NA,NA,NA,NA,NA
"770",1884100,"Stone",458,2,2010,3,"WASHBURN","STONE L",523,NA,"C-NR","C-ST",5486.74580627706
"771",2046500,"WIND FALL",762,1,2006,132.5,"SAWYER","WINDFALL L",102,NA,"C-NR","C-NR",NA
"772",2046500,"Windfall",1402,1,2011,37.5,"SAWYER","WINDFALL L",102,NA,"NR","C-NR",4574.6001984127
"773",2046500,"WINDFALL",330,1,2017,0,"SAWYER","WINDFALL L",102,NA,"NR","C-NR",NA
"774",2046500,"WINDFALL L",215,1,2022,0,"SAWYER","WINDFALL L",102,NA,"C-NR","C-NR",NA
"775",2046600,"WINDIGO",1275,1,1993,3.5555556,"SAWYER","WINDIGO L",522,NA,"NR","NR",NA
"776",2046600,"WINDIGO",1063,1,2016,15.7777778,"SAWYER","WINDIGO L",522,NA,"C-NR","NR",10018.9107142857
"777",2079000,"Big Moon",107,2,2008,NA,NA,NA,NA,NA,NA,NA,NA
"778",2079000,"BIG MOON",115,2,2021,NA,NA,NA,NA,NA,NA,NA,4047.88353313353
"779",2079700,"LOWER TURT",1038,1,1992,6.8421053,"BARRON","LOWER TURTLE L",276,NA,"NR","C-ST",NA
"780",2079700,"LOWER TURT",379,1,1999,NA,NA,NA,NA,NA,NA,NA,NA
"781",2079700,"Lower Turt",299,2,2004,1.5789474,"BARRON","LOWER TURTLE L",276,"Walleye","ST","C-ST",15235.8354978355
"782",2079700,"LOWER TURTLE",604,2,2021,0.53,"BARRON","LOWER TURTLE",276,NA,"C-ST","C-ST",14296.6247710623
"783",2079800,"UPPER TURT",1763,2,1992,25.4166667,"BARRON","UPPER TURTLE L",438,NA,"C-ST","C-ST",NA
"784",2079800,"UPPER TURT",1503,2,1999,NA,NA,NA,NA,NA,NA,NA,NA
"785",2079800,"UPPER TURT",391,1,2008,3.9583333,"BARRON","UPPER TURTLE L",438,NA,"C-NR","C-ST",NA
"786",2079800,"Upper Turtle",469,2,2011,3.9583333,"BARRON","UPPER TURTLE L",438,NA,"C-NR","C-ST",NA
"787",2079800,"UPPER TURTLE",885,2,2021,0,"BARRON","UPPER TURTLE",438,NA,"C-ST","C-ST",27405.955242674
"788",2081200,"BEAVER DAM",1557,2,1979,NA,NA,NA,NA,NA,NA,NA,NA
"789",2081200,"BEAVER DAM",1668,2,1989,NA,NA,NA,NA,NA,NA,NA,NA
"790",2081200,"BEAVER DAM",690,2,1993,NA,NA,NA,NA,NA,NA,NA,25824.8435834998
"791",2081200,"Beaver Dam",761,2,2006,0.1242236,"BARRON","BEAVER DAM L",1112,NA,"C-ST","O-ST",46092.1886446886
"792",2081200,"Beaver Dam",419,2,2013,0.0666667,"BARRON","BEAVER DAM L",1112,NA,"C-ST","O-ST",NA
"793",2081200,"Beaver Dam",538,3,2019,NA,NA,NA,NA,NA,NA,NA,NA
"794",2094100,"PRAIRIE",2724,2,2001,NA,NA,NA,NA,NA,NA,NA,NA
"795",2094100,"Prairie",769,2,2012,0.0990099,"BARRON","PRAIRIE L",1534,NA,"ST","C-ST",147988.384126984
"796",2094100,"Prairie",2269,2,2018,NA,NA,NA,NA,NA,NA,NA,NA
"797",2094300,"POKEGAMA",1108,2,2001,NA,NA,NA,NA,NA,NA,NA,NA
"798",2094300,"Pokegama",229,1,2012,NA,NA,NA,NA,NA,NA,NA,72188.8887612388
"799",2094300,"Pokegama",1122,1,2018,NA,NA,NA,NA,NA,NA,NA,NA
"800",2094600,"Mud",266,3,2012,NA,NA,NA,NA,NA,NA,NA,22035.2949300699
"801",2098000,"Poskin",104,2,2010,1,"BARRON","POSKIN L",150,NA,"ST","ST",NA
