WBIC,Lake Name,County,Area (acres),Area (ha),Max Depth (ft),Max Depth (m),Latitude,Longitude,Final Lake Class,Temp Transitional,Clarity Transitional,If not then (for 2-story and stocked trout lakes)
1205000,Woodman Lake,Grant,21,8.5,12,3.7,43.1059373,-90.7960382,Complex - Warm - Dark,n/a,n/a,n/a
880000,Albany Lake (Millpond),Green,102,41.3,8,2.4,42.7065972,-89.4393611,Simple - Riverine,n/a,n/a,n/a
894700,Beckman Lake,Green,69,27.9,12,3.7,42.584747,-89.77457,Simple - Warm - Dark,n/a,n/a,n/a
879400,Decatur Lake,Green,151,61.1,10,3.0,42.6516817,-89.4168723,Simple - Riverine,n/a,n/a,n/a
881600,Lake Montesian,Green,7,2.8,15,4.6,42.7445471,-89.5975367,Simple - Warm - Dark,n/a,n/a,n/a
894900,Zanders Lake,Green,21,8.5,8,2.4,42.581833,-89.76773,Simple - Cool - Clear,n/a,n/a,n/a
146500,Big Twin Lake,Green Lake,78,31.6,46,14.0,43.7924481,-88.9800418,Simple - Warm - Dark,no,no,n/a
160800,Dog Lake,Green Lake,7,2.8,7,2.1,43.713443,-89.0814577,Simple - Harsh - No Fishery,n/a,n/a,n/a
161100,Grand Lake (Millpond),Green Lake,234,94.7,8,2.4,43.6893807,-89.1218622,Simple - Riverine,n/a,n/a,n/a
146100,Green Lake (Big Green),Green Lake,7346,2972.8,236,71.9,43.8102272,-89.0018057,Complex - Two Story,n/a,n/a,Complex - Cool - Dark
103700,Heart Lake,Green Lake,11,4.5,2,0.6,43.723468,-89.0839743,Simple - Harsh - No Fishery,n/a,n/a,n/a
162500,Little Green Lake,Green Lake,466,188.6,28,8.5,43.7368149,-88.9845629,Complex - Warm - Dark,no,no,n/a
146400,Little Twin Lake,Green Lake,33,13.4,10,3.0,43.7966519,-88.9696886,Simple - Warm - Dark,n/a,n/a,n/a
161900,Maria Lake,Green Lake,596,241.2,6,1.8,43.6474665,-89.0015604,Simple - Harsh - Has Fishery,n/a,n/a,n/a
145900,Puchyan Millpond,Green Lake,3,1.2,6,1.8,43.8552128,-88.948398,Simple - Harsh - Has Fishery,n/a,n/a,n/a
160600,Spring Lake,Green Lake,67,27.1,54,16.5,43.6874078,-89.1619847,Simple - Warm - Clear,n/a,n/a,n/a
148100,Spring Lake (Spirit),Green Lake,75,30.4,42,12.8,43.7873002,-89.0024514,Simple - Warm - Clear,n/a,n/a,n/a
1220200,Avoca Lake,Iowa,48,19.4,10,3.0,43.1931611,-90.3280361,Complex - Warm - Dark,n/a,n/a,n/a
1244100,Birch Lake,Iowa,11,4.5,15,4.6,43.0186028,-89.9152556,Simple - Warm - Dark,n/a,n/a,n/a
1239400,Blackhawk Lake,Iowa,220,89.0,40,12.2,43.0210798,-90.2849465,Complex - Warm - Dark,no,no,n/a
1246500,Cox Hollow Lake,Iowa,96,38.8,30,9.1,43.0088212,-90.1105162,Complex - Warm - Dark,n/a,n/a,n/a
1219400,Goodwiler Lake,Iowa,19,7.7,5,1.5,43.1915262,-90.4198561,Simple - Riverine,n/a,n/a,n/a
1246300,Halverson Lake,Iowa,10,4.0,23,7.0,43.0451227,-90.0941285,Simple - Warm - Dark,no,no,n/a
1242400,Helen Lake,Iowa,13,5.3,28,8.5,43.1648113,-90.0308189,Complex - Warm - Dark,no,no,n/a
993700,Kendall Lake,Iowa,16,6.5,17,5.2,43.19616,-90.38704,Complex - Riverine,n/a,n/a,n/a
1000600,Long Lake,Iowa,2,0.8,5,1.5,43.1940478,-90.3965325,Simple - Harsh - No Fishery,n/a,n/a,n/a
930700,Ludden Lake,Iowa,58,23.5,14,4.3,42.8761996,-90.1995383,Complex - Riverine,n/a,n/a,n/a
1241600,Taliesin Lake,Iowa,19,7.7,11,3.4,43.1388237,-90.0675882,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1245800,Twin Valley Lake,Iowa,152,61.5,32,9.8,43.023448,-90.0924328,Complex - Warm - Dark,no,no,n/a
2325900,Allen Lake,Iron,6,2.4,10,3.0,46.1605405,-89.9942655,Simple - Warm - Dark,n/a,n/a,n/a
1832000,Altman Lake,Iron,3,1.2,27,8.2,46.1373563,-90.2014554,Simple - Harsh - No Fishery,n/a,n/a,n/a
2305400,American Lake,Iron,12,4.9,20,6.1,46.2722595,-90.0192636,Simple - Warm - Dark,n/a,n/a,n/a
2305200,Barbara Lake,Iron,25,10.1,12,3.7,46.2593449,-90.0647634,Simple - Warm - Dark,n/a,n/a,n/a
2303100,Barrel Spring Lake,Iron,8,3.2,47,14.3,46.2640289,-90.0790404,Simple - Warm - Dark,n/a,n/a,n/a
1833400,Bass Lake T41N R04E S29,Iron,16,6.5,20,6.1,46.0040312,-90.0222128,Simple - Harsh - No Fishery,n/a,n/a,n/a
2306200,Bass Lake T44N R04E S18,Iron,15,6.1,35,10.7,46.285103,-90.0458415,Simple - Harsh - No Fishery,no,no,n/a
1868900,"Bass Lake, North",Iron,194,78.5,11,3.4,46.1947925,-89.9619752,Simple - Cool - Clear,no,no,n/a
2325500,"Bass Lake, South",Iron,90,36.4,23,7.0,46.1640112,-89.9657487,Simple - Warm - Dark,n/a,n/a,n/a
2301300,Bear Lake,Iron,23,9.3,6,1.8,46.1988986,-90.0901583,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2265100,Bearskull Lake,Iron,77,31.2,26,7.9,46.005059,-90.06778,Complex - Cool - Clear,no,no,n/a
2309000,Beaver Lake T43N R04E S10,Iron,19,7.7,30,9.1,46.2228366,-89.9720886,Simple - Cool - Clear,no,no,n/a
1834600,Beaver Lake T44N R03E S26,Iron,17,6.9,21,6.4,46.2568284,-90.0760018,Simple - Warm - Dark,n/a,n/a,n/a
2326200,Belding Lake,Iron,7,2.8,14,4.3,46.1781826,-89.9830749,Simple - Warm - Dark,n/a,n/a,n/a
2319300,Birch Lake,Iron,63,25.5,12,3.7,46.042022,-89.9576115,Simple - Warm - Dark,n/a,n/a,n/a
2319800,Black Lake,Iron,29,11.7,20,6.1,46.017865,-89.9490583,Simple - Warm - Dark,n/a,n/a,n/a
1836000,Bluegill Lake,Iron,19,7.7,25,7.6,46.173994,-90.0756308,Simple - Warm - Dark,n/a,n/a,n/a
2297800,Boot Lake,Iron,180,72.8,16,4.9,46.0391135,-90.140922,Complex - Cool - Clear,no,no,n/a
1837100,Brandt Lake T42N R04E S10,Iron,11,4.5,10,3.0,46.1270902,-90.1055607,Simple - Cool - Clear,n/a,n/a,n/a
1837500,Brush Lake (Hawkins),Iron,33,13.4,16,4.9,46.1622113,-90.0132853,Simple - Warm - Dark,n/a,n/a,n/a
1839300,Camp 12 Lake,Iron,19,7.7,21,6.4,46.273819,-89.9631201,Simple - Warm - Clear,n/a,n/a,n/a
1839400,Cap Henry Lake,Iron,48,19.4,61,18.6,46.0120357,-90.0218328,Simple - Warm - Dark,n/a,n/a,n/a
2938000,Caroline Lake*,Iron,130,52.6,8,2.4,46.2723547,-90.5547353,Simple - Cool - Clear,no,no,n/a
2309100,Catherine Lake,Iron,118,47.8,14,4.3,46.2249975,-89.9593191,Complex - Riverine,no,yes,n/a
2309700,Cedar Lake,Iron,191,77.3,20,6.1,46.2080889,-89.953647,Complex - Cool - Dark,no,no,n/a
1840400,Charnley Lake,Iron,71,28.7,30,9.1,46.0198655,-90.1510614,Complex - Cool - Clear,no,no,n/a
2301100,Cille Lake,Iron,2,0.8,20,6.1,46.2066271,-90.0823138,Simple - Harsh - No Fishery,n/a,n/a,n/a
2303700,Clear Lake,Iron,67,27.1,20,6.1,46.2434652,-90.0170784,Complex - Warm - Dark,n/a,n/a,n/a
1842100,Courtland Lake,Iron,2,0.8,25,7.6,46.2360728,-90.1214088,Simple - Harsh - No Fishery,n/a,n/a,n/a
2301700,Cramer Lake,Iron,31,12.5,4,1.2,46.2200902,-90.0908726,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2270200,Cranberry Lake T41N R04E S34,Iron,64,25.9,8,2.4,45.9866082,-89.9758145,Simple - Warm - Dark,n/a,n/a,n/a
2759100,Cranberry Lake T44N R04E S15,Iron,12,4.9,47,14.3,46.2937387,-89.9703068,Simple - Cool - Clear,n/a,n/a,n/a
2259900,Creeds Flowage,Iron,34,13.8,5,1.5,45.9986813,-90.2865989,Simple - Harsh - No Fishery,n/a,n/a,n/a
1842500,Crystal Lake,Iron,95,38.4,46,14.0,46.16511,-90.1113859,Simple - Cool - Clear,n/a,n/a,n/a
1842700,Cub Lake,Iron,12,4.9,17,5.2,46.1100361,-89.9913646,Simple - Warm - Dark,n/a,n/a,n/a
1843400,"Davis Lake (Feeley, Lost)",Iron,8,3.2,16,4.9,46.1627675,-90.1404257,Simple - Warm - Dark,n/a,n/a,n/a
1843700,Dead Horse Lake,Iron,14,5.7,30,9.1,46.1251286,-90.1776803,Simple - Cool - Clear,no,no,n/a
1844100,Deer Lake,Iron,35,14.2,18,5.5,46.130987,-90.0998146,Simple - Cool - Clear,no,no,n/a
1844300,Deertail Lake (Cirilli),Iron,10,4.0,20,6.1,46.2338856,-90.0210038,Simple - Cool - Clear,no,no,n/a
2299600,Dollar Lake,Iron,7,2.8,23,7.0,46.1768957,-90.1535529,Complex - Warm - Clear,n/a,n/a,n/a
1858700,Dorothy Lake,Iron,20,8.1,26,7.9,46.2619985,-90.0740686,Simple - Warm - Dark,n/a,n/a,n/a
2320200,Doud Lake,Iron,22,8.9,13,4.0,46.0121735,-89.9421915,Simple - Warm - Dark,n/a,n/a,n/a
2325700,Du Page Lake,Iron,32,12.9,31,9.4,46.1722311,-89.9762212,Simple - Warm - Dark,n/a,n/a,n/a
2270600,Duck Lake T41N R04E S31,Iron,13,5.3,15,4.6,45.9896056,-90.0347136,Simple - Warm - Dark,n/a,n/a,n/a
1845900,Duck Lake T43N R01E S21,Iron,32,12.9,20,6.1,46.1857665,-90.3761332,Simple - Harsh - No Fishery,n/a,n/a,n/a
1846000,Dumbbell Lake,Iron,15,6.1,80,24.4,46.2897894,-89.9307706,Simple - Harsh - No Fishery,n/a,n/a,n/a
2301800,Echo Lake,Iron,220,89.0,25,7.6,46.1820496,-90.0607627,Complex - Cool - Dark,no,no,n/a
2265600,Emerson Lake,Iron,5,2.0,23,7.0,46.0161756,-90.0627076,Simple - Warm - Dark,n/a,n/a,n/a
2267500,Ess Lake,Iron,55,22.3,12,3.7,46.0313643,-90.1354909,Simple - Warm - Dark,n/a,n/a,n/a
2303200,Evelyn Lake,Iron,55,22.3,9,2.7,46.271132,-90.0789331,Simple - Cool - Clear,no,no,n/a
1848000,Fat Lake,Iron,99,40.1,23,7.0,46.0228164,-89.9362175,Simple - Warm - Dark,n/a,n/a,n/a
2295800,Fawn Lake,Iron,20,8.1,16,4.9,46.056623,-90.1545693,Simple - Warm - Dark,n/a,n/a,n/a
1848300,Feely Lake,Iron,22,8.9,49,14.9,46.1657044,-90.1199319,Simple - Warm - Dark,n/a,n/a,n/a
1848500,Ferry Lake,Iron,73,29.5,48,14.6,46.0142518,-90.0828579,Simple - Warm - Dark,n/a,n/a,n/a
1848600,Fierek Lake,Iron,2,0.8,10,3.0,46.1419339,-90.1198924,Simple - Harsh - No Fishery,n/a,n/a,n/a
2944000,Fifteen Lake,Iron,21,8.5,10,3.0,46.2951845,-90.3447881,Simple - Warm - Dark,n/a,n/a,n/a
2298500,First Black Lake,Iron,16,6.5,19,5.8,46.1594794,-90.1848063,Complex - Cool - Clear,no,no,n/a
2307300,Fisher Lake,Iron,482,195.1,28,8.5,46.2429205,-89.9634173,Complex - Cool - Dark,no,no,n/a
1849500,Fox Lake,Iron,46,18.6,23,7.0,46.1395965,-90.2092708,Simple - Cool - Clear,no,yes,n/a
1849600,French Lake,Iron,92,37.2,16,4.9,46.0334018,-90.1526521,Complex - Warm - Clear,n/a,n/a,n/a
1849700,Frog Lake,Iron,42,17.0,45,13.7,46.1194917,-90.0113032,Simple - Warm - Dark,n/a,n/a,n/a
1850600,Geyser Lake,Iron,2,0.8,13,4.0,46.1888351,-90.023195,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2942300,Gile Flowage,Iron,3384,1369.5,25,7.6,46.395531,-90.230584,Complex - Cool - Clear,no,yes,n/a
1851300,Goose Lake,Iron,11,4.5,3,0.9,46.0385864,-90.0770422,Simple - Harsh - No Fishery,n/a,n/a,n/a
2314100,Grand Portage Lake,Iron,144,58.3,33,10.1,46.1731153,-90.0494174,Complex - Cool - Clear,no,no,n/a
2312500,Grant Lake (Riley),Iron,107,43.3,10,3.0,46.1117697,-90.0758561,Complex - Warm - Dark,n/a,n/a,n/a
2312700,"Grant Lake, North",Iron,14,5.7,8,2.4,46.1228958,-90.0685962,Simple - Warm - Dark,n/a,n/a,n/a
1852600,Harper Lake,Iron,5,2.0,14,4.3,46.1646982,-90.0066115,Simple - Harsh - No Fishery,n/a,n/a,n/a
2304300,Hawk Lake,Iron,29,11.7,24,7.3,46.2584,-89.9974008,Simple - Warm - Dark,n/a,n/a,n/a
2260100,Hay Creek Flowage,Iron,64,25.9,5,1.5,46.0098259,-90.2654895,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2259400,Hay Lake*,Iron,103,41.7,6,1.8,45.9817229,-90.2981576,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2300900,Hazel Lake,Iron,8,3.2,12,3.7,46.2021243,-90.0838986,Simple - Harsh - No Fishery,n/a,n/a,n/a
2763300,Hewitt Lake,Iron,78,31.6,88,26.8,46.3005648,-89.9766753,Complex - Cool - Clear,no,no,n/a
2307800,Hill Lake,Iron,21,8.5,47,14.3,46.2759475,-89.9752533,Simple - Warm - Dark,n/a,n/a,n/a
2302000,Hobbs Lake,Iron,1,0.4,8,2.4,46.1891332,-90.0504291,Simple - Harsh - No Fishery,n/a,n/a,n/a
2944800,Horseshoe Lake (Mud),Iron,21,8.5,18,5.5,46.26545,-90.2551053,Complex - Cool - Clear,no,no,n/a
1855000,Hourglass Lake,Iron,5,2.0,18,5.5,46.0200759,-90.0601954,Simple - Warm - Dark,n/a,n/a,n/a
2297600,Island Lake T41N R02E S13,Iron,56,22.7,5,1.5,46.0369459,-90.182098,Simple - Warm - Dark,n/a,n/a,n/a
2945500,Island Lake T44N R01E S25,Iron,352,142.4,17,5.2,46.2642797,-90.3028517,Complex - Cool - Clear,no,no,n/a
1856000,Jankewitz Lake,Iron,4,1.6,38,11.6,46.2161916,-90.1217947,Simple - Harsh - No Fishery,n/a,n/a,n/a
1856200,Jeannie Lake (Clear),Iron,13,5.3,60,18.3,46.2908707,-89.9636664,Simple - Warm - Dark,n/a,n/a,n/a
1856900,Judd Lake,Iron,2,0.8,7,2.1,46.1847281,-89.9999721,Simple - Harsh - No Fishery,n/a,n/a,n/a
1857000,Julia Lake,Iron,1,0.4,6,1.8,46.257973,-90.0694,Simple - Harsh - No Fishery,n/a,n/a,n/a
1857100,July Lake,Iron,3,1.2,15,4.6,46.1383378,-90.1121901,Simple - Warm - Clear,n/a,n/a,n/a
1857200,June Lake,Iron,2,0.8,17,5.2,46.13511,-90.1088494,Simple - Warm - Clear,n/a,n/a,n/a
2325800,Kelly Lake,Iron,32,12.9,16,4.9,46.1577131,-89.9817397,Simple - Warm - Dark,n/a,n/a,n/a
2267400,Keough Lake,Iron,6,2.4,10,3.0,46.0245397,-90.1301253,Simple - Warm - Dark,n/a,n/a,n/a
1857900,"Kinder Lake (Spruce, Bass)",Iron,18,7.3,25,7.6,46.1988503,-90.0564399,Simple - Warm - Dark,n/a,n/a,n/a
2313900,Krupka Lake,Iron,3,1.2,28,8.5,46.1600754,-90.0958802,Simple - Harsh - No Fishery,n/a,n/a,n/a
1858500,Kyle Lake,Iron,2,0.8,12,3.7,46.1341634,-90.1636278,Simple - Harsh - No Fishery,n/a,n/a,n/a
1859800,Lac De Beaumont,Iron,12,4.9,24,7.3,46.2115673,-90.1242894,Simple - Warm - Dark,n/a,n/a,n/a
2298300,Lake of the Falls,Iron,338,136.8,23,7.0,46.1624458,-90.1710955,Complex - Warm - Dark,n/a,n/a,n/a
2948300,Lake One (Hall),Iron,22,8.9,12,3.7,46.2878721,-90.2107716,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2765400,Lavina Lake,Iron,63,25.5,6,1.8,46.4314575,-90.1861163,Simple - Warm - Dark,n/a,n/a,n/a
1860000,Leach Lake,Iron,4,1.6,12,3.7,46.0443814,-90.0548251,Simple - Harsh - No Fishery,n/a,n/a,n/a
2318800,Lehto Lake (Norma),Iron,52,21.0,10,3.0,46.0180128,-90.0414401,Simple - Warm - Dark,n/a,n/a,n/a
1860400,Lipp Lake,Iron,1,0.4,3,0.9,46.1426095,-90.1604866,Simple - Harsh - No Fishery,n/a,n/a,n/a
2316000,Little Bear Lake,Iron,4,1.6,5,1.5,46.1019145,-89.975942,Simple - Warm - Clear,n/a,n/a,n/a
1861000,Little Cap Henry Lake,Iron,20,8.1,21,6.4,46.019697,-90.0188716,Simple - Warm - Dark,n/a,n/a,n/a
2314700,Little Martha Lake,Iron,35,14.2,36,11.0,46.1877391,-90.0294792,Complex - Warm - Clear,n/a,n/a,n/a
2299200,Little Moose Lake,Iron,13,5.3,14,4.3,46.2229892,-90.2165714,Simple - Riverine,n/a,n/a,n/a
2296800,Little Muskie Lake,Iron,45,18.2,35,10.7,46.0053493,-90.1447452,Complex - Warm - Clear,n/a,n/a,n/a
2304700,Little Oak Lake,Iron,8,3.2,24,7.3,46.293793,-89.9963968,Simple - Harsh - No Fishery,n/a,n/a,n/a
2302400,Little Oxbow Lake,Iron,16,6.5,9,2.7,46.221679,-90.0435516,Complex - Riverine,n/a,n/a,n/a
2313100,Little Pike Lake,Iron,98,39.7,20,6.1,46.1545698,-90.0894639,Complex - Cool - Dark,no,no,n/a
2313300,Little Turtle Flowage,Iron,200,80.9,4,1.2,46.1411876,-90.0888824,Simple - Warm - Dark,n/a,n/a,n/a
2303500,Long Lake,Iron,373,150.9,30,9.1,46.2598503,-90.0260201,Complex - Cool - Dark,no,no,n/a
1863700,Lost Lake T41N R04E S36,Iron,1,0.4,11,3.4,45.9872188,-89.9294048,Simple - Harsh - No Fishery,n/a,n/a,n/a
1863800,Lost Lake T43NR03ES33(Feeley),Iron,5,2.0,22,6.7,46.163337,-90.1250319,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2931300,Maki Lake,Iron,43,17.4,14,4.3,46.2912577,-90.5277132,Simple - Harsh - No Fishery,n/a,n/a,n/a
1864800,Margaret Lake,Iron,35,14.2,34,10.4,46.1932405,-90.0055021,Simple - Cool - Clear,no,no,n/a
2314300,Martha Lake,Iron,152,61.5,51,15.5,46.1725205,-90.032096,Complex - Warm - Clear,n/a,n/a,n/a
2296700,Marty Lake (Swamp),Iron,13,5.3,30,9.1,45.9921769,-90.1472167,Simple - Warm - Dark,n/a,n/a,n/a
2301500,May Lake,Iron,1,0.4,6,1.8,46.2091434,-90.0906557,Simple - Harsh - No Fishery,n/a,n/a,n/a
2931100,McCarthy Lake,Iron,47,19.0,13,4.0,46.292937,-90.5418397,Simple - Cool - Clear,no,no,n/a
2296500,McDermott Lake,Iron,84,34.0,19,5.8,46.0029928,-90.1608161,Complex - Cool - Clear,no,no,n/a
2313600,Mercer Lake,Iron,184,74.5,24,7.3,46.1616297,-90.0674094,Complex - Cool - Clear,no,no,n/a
1866800,Minnow Lake,Iron,11,4.5,14,4.3,46.0826495,-90.2668228,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1867000,Mirror Lake (Sardine),Iron,58,23.5,7,2.1,46.0524627,-90.05206,Simple - Cool - Clear,no,no,n/a
2299300,Moose Lake,Iron,269,108.9,12,3.7,46.231838,-90.2220405,Complex - Cool - Clear,no,no,n/a
2316400,Mud Lake T42N R04E S23,Iron,56,22.7,7,2.1,46.1096024,-89.9577332,Complex - Warm - Dark,n/a,n/a,n/a
2945000,Mud Lake T44N R02E S28,Iron,25,10.1,6,1.8,46.2614165,-90.2444984,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2320000,Munnomin Lake (Jesse),Iron,21,8.5,1,0.3,46.0016402,-89.9543571,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2266800,Muskie Lake,Iron,77,31.2,21,6.4,46.0214092,-90.1068169,Complex - Cool - Dark,no,no,n/a
1868800,Mystery Lake,Iron,13,5.3,43,13.1,46.0149213,-90.1630039,Simple - Harsh - No Fishery,n/a,n/a,n/a
1869800,Negani Lake (Hegani),Iron,18,7.3,30,9.1,46.0001788,-89.9764215,Simple - Warm - Dark,n/a,n/a,n/a
1870000,Net Lake,Iron,23,9.3,24,7.3,46.1942631,-90.0151123,Simple - Warm - Dark,n/a,n/a,n/a
2260400,Nine Lake,Iron,60,24.3,11,3.4,46.0436689,-90.2445985,Simple - Warm - Dark,n/a,n/a,n/a
2295400,Nokomis Lake,Iron,18,7.3,15,4.6,46.107765,-90.1660089,Complex - Warm - Clear,n/a,n/a,n/a
1870900,Norma Lake,Iron,7,2.8,15,4.6,46.0202446,-90.1593179,Simple - Warm - Dark,n/a,n/a,n/a
2326100,Norway Pine Lake,Iron,30,12.1,17,5.2,46.1717852,-89.9875575,Simple - Warm - Dark,n/a,n/a,n/a
2304600,Oak Lake,Iron,29,11.7,42,12.8,46.286325,-89.9977984,Complex - Warm - Clear,n/a,n/a,n/a
2948500,Obadash Lake,Iron,11,4.5,10,3.0,46.2769393,-90.1999735,Simple - Warm - Dark,n/a,n/a,n/a
2928400,Obrien Lake,Iron,79,32.0,12,3.7,46.2977212,-90.3979514,Simple - Cool - Clear,no,no,n/a
1871700,One Man Lake,Iron,26,10.5,21,6.4,46.1375948,-90.1240647,Simple - Cool - Clear,no,no,n/a
2297300,Otter Lake T41N R02E S13,Iron,7,2.8,9,2.7,46.0268521,-90.1832988,Simple - Warm - Dark,n/a,n/a,n/a
2950200,Otter Lake T44N R04E S10,Iron,5,2.0,27,8.2,46.3040891,-89.9871171,Simple - Warm - Dark,n/a,n/a,n/a
2656000,Owl Lake,Iron,129,52.2,49,14.9,45.8149078,-92.2739761,Complex - Warm - Clear,n/a,n/a,n/a
2302300,Oxbow Lake,Iron,80,32.4,11,3.4,46.214492,-90.0432785,Complex - Riverine,n/a,n/a,n/a
2314600,Paul Lake,Iron,2,0.8,8,2.4,46.1898992,-90.0430624,Simple - Warm - Dark,n/a,n/a,n/a
1872700,Payment Lake,Iron,66,26.7,17,5.2,46.1891638,-90.0089433,Complex - Warm - Dark,n/a,n/a,n/a
2299900,Pike Lake,Iron,194,78.5,82,25.0,46.1747284,-90.1196192,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2949200,Pine Lake,Iron,312,126.3,41,12.5,46.2609875,-90.1393729,Complex - Cool - Dark,no,no,n/a
2326300,"Pine Lake, North",Iron,10,4.0,39,11.9,46.1824441,-89.9835671,Simple - Warm - Dark,n/a,n/a,n/a
1875000,Plantation Lake,Iron,1,0.4,26,7.9,46.2094709,-90.0079638,Simple - Harsh - No Fishery,n/a,n/a,n/a
2947000,Pleasant Lake,Iron,72,29.1,16,4.9,46.2558373,-90.3511996,Simple - Warm - Dark,n/a,n/a,n/a
2325200,Plunkett Lake (Sugar),Iron,48,19.4,35,10.7,46.142176,-89.9820497,Simple - Two Story,n/a,n/a,Simple - Cool - Clear
1875400,Popko Lake,Iron,2,0.8,6,1.8,46.1407511,-90.1731667,Simple - Harsh - No Fishery,n/a,n/a,n/a
1875600,Pork and Beans Lake,Iron,3,1.2,12,3.7,46.2576825,-90.0002902,Simple - Warm - Dark,n/a,n/a,n/a
2318500,Randall Lake,Iron,115,46.5,12,3.7,46.0280909,-90.0237815,Complex - Cool - Dark,no,no,n/a
2318700,"Randall Lake, West",Iron,9,3.6,10,3.0,46.0314044,-90.0358738,Simple - Harsh - No Fishery,n/a,n/a,n/a
2315500,"Reimer Lake, East",Iron,6,2.4,5,1.5,46.0620993,-90.0324295,Simple - Harsh - No Fishery,n/a,n/a,n/a
2044600,"Reimer Lake, West (Perch)",Iron,12,4.9,14,4.3,46.0483774,-90.0838876,Simple - Warm - Dark,n/a,n/a,n/a
1876700,Reservation Line Lake,Iron,47,19.0,12,3.7,45.9915107,-89.9881297,Simple - Warm - Dark,n/a,n/a,n/a
2265000,Rice Lake T41N R03E S26,Iron,15,6.1,3,0.9,45.9996962,-90.0916529,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2300600,Rice Lake T43N R03E S23,Iron,125,50.6,21,6.4,46.1833509,-90.0738514,Complex - Riverine,n/a,n/a,n/a
2318200,Roberts Springs,Iron,27,10.9,7,2.1,46.0818306,-89.9415722,Simple - Harsh - No Fishery,n/a,n/a,n/a
2772700,Ruby Lake,Iron,37,15.0,10,3.0,46.2673268,-90.285112,Simple - Warm - Dark,n/a,n/a,n/a
1878900,Ruth Lake,Iron,4,1.6,12,3.7,46.1014799,-90.1781274,Simple - Harsh - No Fishery,n/a,n/a,n/a
2946500,Sack Lake,Iron,21,8.5,7,2.1,46.2742174,-90.3223337,Simple - Warm - Dark,n/a,n/a,n/a
1879900,San Domingo Lake,Iron,39,15.8,20,6.1,46.1634425,-90.0496794,Simple - Warm - Dark,n/a,n/a,n/a
2295500,Sand Lake,Iron,101,40.9,35,10.7,46.1065808,-90.1771508,Simple - Warm - Dark,n/a,n/a,n/a
2316100,Sandy Beach Lake,Iron,111,44.9,13,4.0,46.1061435,-89.9713102,Complex - Cool - Dark,no,no,n/a
1880100,Saskatoon Lake,Iron,10,4.0,21,6.4,46.1982899,-89.9468798,Simple - Cool - Clear,no,no,n/a
2941100,Saxon Falls Flowage,Iron,41,16.6,12,3.7,46.5392648,-90.3657112,Complex - Riverine,n/a,n/a,n/a
2298600,Second Black Lake,Iron,64,25.9,22,6.7,46.1549431,-90.1906835,Complex - Cool - Clear,no,no,n/a
2306500,Sells Lake,Iron,1,0.4,14,4.3,46.203222,-90.037129,Simple - Harsh - No Fishery,n/a,n/a,n/a
1880500,Seven Acres Lake,Iron,9,3.6,7,2.1,46.2212847,-89.9444793,Simple - Harsh - No Fishery,n/a,n/a,n/a
2307200,Shay Lake,Iron,8,3.2,23,7.0,46.2398188,-89.9977671,Simple - Harsh - No Fishery,n/a,n/a,n/a
1880700,Sherman Lake* (Lost),Iron,123,49.8,19,5.8,46.0761084,-89.9284772,Complex - Cool - Clear,no,no,n/a
2928200,Shine Lake,Iron,8,3.2,13,4.0,46.2512735,-90.367984,Simple - Harsh - No Fishery,n/a,n/a,n/a
2773500,Shirley Lake,Iron,12,4.9,18,5.5,46.3026591,-90.4404385,Simple - Warm - Dark,n/a,n/a,n/a
1869400,"Sister Lake, North",Iron,10,4.0,30,9.1,46.0503052,-90.1608074,Simple - Warm - Dark,n/a,n/a,n/a
1879400,"Sister Lake, South",Iron,6,2.4,10,3.0,46.0480649,-90.1634233,Simple - Harsh - No Fishery,n/a,n/a,n/a
2294500,Six Lake,Iron,148,59.9,15,4.6,46.2322633,-90.2924998,Simple - Cool - Clear,n/a,n/a,n/a
1881400,Smith Lake,Iron,2,0.8,6,1.8,46.180606,-90.1198442,Simple - Harsh - No Fishery,n/a,n/a,n/a
1869200,"Snowshoe Lake, North",Iron,8,3.2,32,9.8,46.2931716,-89.9802651,Simple - Warm - Dark,n/a,n/a,n/a
1879200,"Snowshoe Lake, South",Iron,20,8.1,41,12.5,46.2886335,-89.9840113,Simple - Warm - Dark,n/a,n/a,n/a
2306300,Spider Lake(Whispering Pines),Iron,352,142.4,49,14.9,46.2089445,-90.0281087,Complex - Cool - Clear,no,no,n/a
2774300,Spinnet Lake,Iron,14,5.7,43,13.1,46.2928262,-89.9745791,Complex - Cool - Clear,n/a,n/a,n/a
2315100,Spring Lake,Iron,6,2.4,18,5.5,46.1986045,-90.0280427,Simple - Harsh - No Fishery,n/a,n/a,n/a
