WBIC,Lake Name,County,Area (acres),Area (ha),Max Depth (ft),Max Depth (m),Latitude,Longitude,Final Lake Class,Temp Transitional,Clarity Transitional,If not then (for 2-story and stocked trout lakes)
2043600,"Spirit Lake, Upper",Barron,7,2.8,6,1.8,45.554183,-92.0688329,Simple - Harsh - No Fishery,n/a,n/a,n/a
1882800,Spring Lake,Barron,60,24.3,67,20.4,45.5807948,-92.0399645,Complex - Cool - Clear,n/a,n/a,n/a
2104100,Stump Lake,Barron,129,52.2,7,2.1,45.538313,-91.7369785,Simple - Riverine,n/a,n/a,n/a
2097500,Sweeny Pond,Barron,47,19.0,12,3.7,45.3920457,-91.9492548,Simple - Harsh - Has Fishery,n/a,n/a,n/a
1884800,Sylvan Lake (Pipe),Barron,67,27.1,37,11.3,45.609417,-91.9519421,Simple - Cool - Dark,no,no,n/a
2089500,Tenmile Lake,Barron,376,152.2,12,3.7,45.2926739,-91.6148063,Complex - Warm - Dark,no,no,n/a
2099900,Thirty Lake,Barron,73,29.5,27,8.2,45.5808041,-91.901262,Simple - Cool - Clear,yes,no,n/a
1885600,Thompson Lake,Barron,5,2.0,9,2.7,45.5534419,-91.9436394,Simple - Harsh - No Fishery,n/a,n/a,n/a
2079700,"Turtle Lake, Lower",Barron,276,111.7,24,7.3,45.3886873,-92.0762919,Complex - Warm - Dark,yes,no,n/a
2079800,"Turtle Lake, Upper",Barron,438,177.3,25,7.6,45.4226204,-92.0985377,Complex - Warm - Dark,yes,no,n/a
2104300,Tuscobia Lake,Barron,190,76.9,25,7.6,45.5416612,-91.7440982,Simple - Cool - Dark,no,no,n/a
2098800,Upper Vermillion Lake,Barron,89,36.0,9,2.7,45.5219835,-91.9504937,Simple - Warm - Dark,no,no,n/a
2660900,"Waterman Lake, Lower",Barron,14,5.7,21,6.4,45.6234304,-92.1223868,Simple - Cool - Clear,n/a,yes,n/a
2660800,"Waterman Lake, Upper",Barron,22,8.9,47,14.3,45.6299954,-92.1223643,Simple - Cool - Clear,n/a,yes,n/a
2630900,Wickerts Lake,Barron,14,5.7,12,3.7,45.5249776,-92.099288,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2046200,Wildcat Lake,Barron,9,3.6,26,7.9,45.5728241,-92.0314651,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2753800,Adeline Lake,Bayfield,3,1.2,27,8.2,46.3026061,-91.1665211,Simple - Warm - Clear,n/a,n/a,n/a
2753900,Ahmeek Lake,Bayfield,53,21.4,24,7.3,46.5228408,-91.4662555,Simple - Warm - Dark,n/a,n/a,n/a
2754200,Anderson Lake,Bayfield,33,13.4,46,14.0,46.4037035,-91.3171304,Simple - Cool - Clear,n/a,n/a,n/a
2754400,Angus Lake,Bayfield,34,13.8,13,4.0,46.5705142,-91.3568429,Simple - Cool - Clear,no,no,n/a
2898200,Anodanta Lake (Bass L. No 4),Bayfield,26,10.5,31,9.4,46.3819411,-91.2308525,Simple - Cool - Clear,yes,no,n/a
2754600,Armstrong Lake,Bayfield,48,19.4,43,13.1,46.371289,-91.2810321,Complex - Cool - Clear,no,no,n/a
2898500,Arrowhead Lake (Bass L. No 3),Bayfield,33,13.4,40,12.2,46.3751933,-91.2406575,Simple - Cool - Clear,no,no,n/a
2734000,Atkins Lake,Bayfield,176,71.2,80,24.4,46.2781932,-91.0363945,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2754700,Bailey Lake,Bayfield,9,3.6,8,2.4,46.6163925,-91.3434794,Simple - Harsh - No Fishery,n/a,n/a,n/a
2754800,Balsam Pond,Bayfield,7,2.8,45,13.7,46.3657606,-91.299602,Simple - Cool - Clear,n/a,n/a,n/a
2881200,Bark Bay Slough,Bayfield,116,46.9,7,2.1,46.8493066,-91.1962179,Simple - Riverine,n/a,n/a,n/a
2743000,Barnes Lake,Bayfield,16,6.5,7,2.1,46.2814134,-91.4410686,Simple - Harsh - No Fishery,n/a,n/a,n/a
2755200,Bass Lake (Pike Chain),Bayfield,41,16.6,18,5.5,46.5117444,-91.3785013,Simple - Cool - Clear,no,yes,n/a
2733600,Bass Lake T44N R06W S24,Bayfield,73,29.5,135,41.1,46.2780612,-91.0558859,Simple - Cool - Dark,no,yes,n/a
2754900,Bass Lake T44N R07W S13,Bayfield,56,22.7,32,9.8,46.2913827,-91.1901463,Simple - Cool - Clear,no,no,n/a
2755000,Bass Lake T44N R07W S33,Bayfield,18,7.3,40,12.2,46.2450638,-91.2553645,Simple - Warm - Dark,n/a,n/a,n/a
2451800,Bass Lake T45N R09W S06,Bayfield,20,8.1,16,4.9,46.4051654,-91.5381745,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2901100,Bass Lake T46N R07W S28,Bayfield,76,30.8,43,13.1,46.4414677,-91.2634042,Simple - Cool - Clear,no,no,n/a
2875000,Bass Lake T47N R09W S16,Bayfield,10,4.0,18,5.5,46.5455309,-91.5016542,Simple - Warm - Dark,n/a,n/a,n/a
2904900,Basswood Lake,Bayfield,119,48.2,9,2.7,46.4663475,-91.3188901,Simple - Cool - Clear,no,no,n/a
2901800,Bear Lake,Bayfield,32,12.9,18,5.5,46.4914354,-91.3037798,Simple - Warm - Dark,n/a,n/a,n/a
2755400,Bear Pond,Bayfield,10,4.0,21,6.4,46.4120836,-91.3177563,Simple - Cool - Clear,yes,no,n/a
2749500,"Bearsdale Springs, Lower",Bayfield,2,0.8,9,2.7,46.3061344,-91.3905762,Simple - Trout Pond,n/a,n/a,n/a
2749700,"Bearsdale Springs, Upper",Bayfield,3,1.2,4,1.2,46.3039021,-91.3881281,Simple - Trout Pond,n/a,n/a,n/a
2755500,Beaver House Lake,Bayfield,2,0.8,8,2.4,46.5764694,-91.3429806,Simple - Harsh - No Fishery,n/a,n/a,n/a
2755600,Beaver Lake,Bayfield,19,7.7,39,11.9,46.4185137,-91.2701985,Simple - Cool - Clear,n/a,n/a,n/a
1834500,Beaver Lake*T43N R04W S31,Bayfield,24,9.7,14,4.3,46.1578777,-90.9229321,Simple - Harsh - No Fishery,n/a,n/a,n/a
2755700,Bell Lake (Belle),Bayfield,14,5.7,35,10.7,46.4788091,-91.3179731,Simple - Warm - Dark,n/a,n/a,n/a
2755800,Bellevue Lake (Long),Bayfield,65,26.3,45,13.7,46.4343557,-91.2767979,Complex - Cool - Clear,n/a,n/a,n/a
2879300,Bibon Lake (Flag),Bayfield,50,20.2,14,4.3,46.7823378,-91.4000863,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2730400,Big Brook Lake,Bayfield,34,13.8,24,7.3,46.2579857,-91.3792806,Simple - Cool - Dark,no,yes,n/a
2453600,Birch Lake (Emerson No. 2),Bayfield,9,3.6,9,2.7,46.1626823,-91.16009,Simple - Harsh - No Fishery,n/a,n/a,n/a
2743200,Birch Lake T44N R09W S04,Bayfield,129,52.2,8,2.4,46.3192213,-91.4910615,Simple - Cool - Dark,no,no,n/a
2756100,Birch Lake T45N R05W S22,Bayfield,12,4.9,55,16.8,46.3662017,-90.9667126,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2876600,Bismarck Lake,Bayfield,61,24.7,13,4.0,46.5334706,-91.4134854,Simple - Cool - Clear,no,no,n/a
2756200,Bladder Lake (Kransz),Bayfield,81,32.8,35,10.7,46.5964248,-91.3021381,Complex - Cool - Clear,yes,no,n/a
2454000,Blue Lake,Bayfield,21,8.5,22,6.7,46.4017363,-91.5335309,Simple - Warm - Dark,n/a,n/a,n/a
2902100,Bog Lake,Bayfield,12,4.9,13,4.0,46.4960745,-91.3271508,Simple - Warm - Dark,n/a,n/a,n/a
2742500,Bony Lake,Bayfield,191,77.3,55,16.8,46.3175925,-91.5071869,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2756600,Boris Lake,Bayfield,2,0.8,25,7.6,46.511875,-91.2195165,Simple - Harsh - No Fishery,n/a,n/a,n/a
2454800,Breakfast Lake,Bayfield,11,4.5,19,5.8,46.3885211,-91.5376951,Simple - Cool - Dark,no,no,n/a
2756800,Broadax Lake,Bayfield,4,1.6,27,8.2,46.415644,-91.2532038,Simple - Harsh - No Fishery,n/a,n/a,n/a
2756900,Buck Lake,Bayfield,6,2.4,11,3.4,46.539609,-91.2921636,Simple - Warm - Dark,n/a,n/a,n/a
1837700,Buffalo Lake,Bayfield,179,72.4,29,8.8,46.1641722,-90.9532678,Simple - Cool - Clear,no,no,n/a
2757000,Bufo Lake,Bayfield,21,8.5,35,10.7,46.4044629,-91.2989271,Simple - Cool - Clear,no,no,n/a
2456000,Bullhead Lake T44N R05W S29,Bayfield,36,14.6,11,3.4,46.2617919,-91.0307781,Simple - Warm - Dark,n/a,n/a,n/a
2757200,Bullhead Lake T45N R07W S20,Bayfield,8,3.2,58,17.7,46.3726358,-91.2658231,Simple - Warm - Dark,n/a,n/a,n/a
2765300,Bullhead Lake T46N R07W S08,Bayfield,7,2.8,46,14.0,46.4837384,-91.2680579,Simple - Cool - Clear,n/a,n/a,n/a
2903800,Buskey Bay,Bayfield,100,40.5,51,15.5,46.5278551,-91.3749379,Complex - Cool - Clear,no,no,n/a
2757300,Cabin Lake (Cable),Bayfield,4,1.6,8,2.4,46.6602279,-91.152542,Simple - Harsh - No Fishery,n/a,n/a,n/a
2729700,Cable Lake,Bayfield,166,67.2,43,13.1,46.2248502,-91.3066352,Simple - Cool - Clear,no,no,n/a
2757400,Camp Eleven Lake,Bayfield,13,5.3,15,4.6,46.5225593,-91.4978284,Simple - Warm - Dark,n/a,n/a,n/a
2456400,Camp Lake,Bayfield,13,5.3,8,2.4,46.2761502,-91.3871796,Simple - Harsh - No Fishery,n/a,n/a,n/a
2456500,Camp Nine Lake,Bayfield,10,4.0,12,3.7,46.3950418,-91.4047037,Simple - Harsh - No Fishery,n/a,n/a,n/a
2965700,Camp One Lake,Bayfield,37,15.0,40,12.2,46.5007283,-91.26147,Complex - Warm - Clear,n/a,n/a,n/a
2757600,Camp Two (Buck)T46NR07WS04,Bayfield,4,1.6,53,16.2,46.4887962,-91.2457187,Complex - Warm - Clear,n/a,n/a,n/a
2757700,Camp Two Lake T46NR08WS06,Bayfield,23,9.3,39,11.9,46.5008782,-91.41029,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2757800,Canthook Lake,Bayfield,34,13.8,38,11.6,46.4725526,-91.3574463,Complex - Warm - Clear,n/a,n/a,n/a
2758000,Carroll Lake,Bayfield,19,7.7,11,3.4,46.5398541,-91.521696,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2901400,Carson Pond,Bayfield,5,2.0,12,3.7,46.4705882,-91.2722253,Simple - Warm - Dark,n/a,n/a,n/a
1839700,Casper Lake (Hoof),Bayfield,10,4.0,15,4.6,46.1913611,-91.0147013,Simple - Warm - Dark,n/a,n/a,n/a
2758100,Cat Lake,Bayfield,5,2.0,34,10.4,46.5203898,-91.3780785,Simple - Harsh - No Fishery,n/a,n/a,n/a
2758300,Chelonia Lake (Flakefjord),Bayfield,1,0.4,4,1.2,46.4067727,-91.2780415,Simple - Harsh - No Fishery,n/a,n/a,n/a
2431300,Chippewa Lake,Bayfield,274,110.9,11,3.4,46.1996488,-90.9838445,Simple - Cool - Dark,no,no,n/a
2899200,Cisco Lake (First Bass),Bayfield,95,38.4,105,32.0,46.3628512,-91.2516359,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2457200,Claire Lake,Bayfield,4,1.6,3,0.9,46.4050143,-91.3982371,Simple - Harsh - No Fishery,n/a,n/a,n/a
2758500,Clay Lake,Bayfield,31,12.5,59,18.0,46.3985994,-91.2750991,Simple - Cool - Clear,no,no,n/a
2733900,Club Lake,Bayfield,83,33.6,22,6.7,46.2882314,-91.0560397,Simple - Warm - Dark,n/a,n/a,n/a
2758700,Coburn Lake,Bayfield,10,4.0,9,2.7,46.2789893,-91.1624851,Simple - Harsh - No Fishery,n/a,n/a,n/a
2922200,Coffee Lake,Bayfield,54,21.9,16,4.9,46.2821899,-90.9400013,Complex - Cool - Clear,no,no,n/a
2458400,Connor Lake,Bayfield,14,5.7,9,2.7,46.2946633,-91.4476914,Simple - Harsh - No Fishery,n/a,n/a,n/a
2732800,Cranberry Lake T44N R06W S34,Bayfield,58,23.5,20,6.1,46.2507667,-91.0996307,Complex - Warm - Dark,n/a,n/a,n/a
2741700,Cranberry Lake T44N R09W S30,Bayfield,131,53.0,12,3.7,46.2631688,-91.5448428,Complex - Cool - Dark,no,no,n/a
2759200,Cranberry Lake T45N R07W S03,Bayfield,4,1.6,25,7.6,46.4101646,-91.2376375,Simple - Harsh - No Fishery,n/a,n/a,n/a
2759300,Crane Lake,Bayfield,22,8.9,10,3.0,46.2915152,-91.2393372,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2759600,Crooked Lake,Bayfield,93,37.6,34,10.4,46.5201255,-91.3248893,Simple - Cool - Clear,no,no,n/a
2897300,Crystal Lake T44N R06W S32,Bayfield,111,44.9,29,8.8,46.2464163,-91.1453594,Complex - Cool - Clear,no,no,n/a
2874700,Crystal Lake T47N R09W S15,Bayfield,91,36.8,25,7.6,46.5517749,-91.4758111,Complex - Warm - Clear,n/a,n/a,n/a
2759700,Crystal Lake T49N R06W S10,Bayfield,4,1.6,5,1.5,46.7452878,-91.1139928,Simple - Harsh - No Fishery,n/a,n/a,n/a
2462100,"Davis Lake, East",Bayfield,12,4.9,11,3.4,46.3026643,-91.0895808,Simple - Warm - Dark,n/a,n/a,n/a
2598700,"Davis Lake, West (Osborn)",Bayfield,16,6.5,7,2.1,46.3001313,-91.0979362,Simple - Warm - Dark,n/a,n/a,n/a
2460000,Dawn Lake,Bayfield,10,4.0,12,3.7,46.2234102,-91.3732186,Simple - Harsh - No Fishery,n/a,n/a,n/a
2873400,Dechamps Creek Spring,Bayfield,1,0.4,4,1.2,46.5994604,-91.3785879,Simple - Trout Pond,n/a,n/a,n/a
2760000,Deep Lake T46N R07W S04,Bayfield,13,5.3,61,18.6,46.4934995,-91.241652,Simple - Warm - Dark,n/a,n/a,n/a
2760100,Deep Lake T47N R09W S14,Bayfield,103,41.7,28,8.5,46.5553206,-91.4598045,Complex - Warm - Clear,n/a,n/a,n/a
2760200,Deer Lake,Bayfield,16,6.5,8,2.4,46.3537096,-91.1071976,Simple - Harsh - No Fishery,n/a,n/a,n/a
1844500,Dells Lake,Bayfield,103,41.7,42,12.8,46.1796854,-90.9861962,Simple - Warm - Dark,n/a,n/a,n/a
2901700,Delta Lake,Bayfield,180,72.8,30,9.1,46.4784789,-91.3003083,Simple - Cool - Clear,no,no,n/a
2742800,Devils Lake,Bayfield,23,9.3,54,16.5,46.2926887,-91.4958772,Complex - Warm - Clear,n/a,n/a,n/a
2897100,Diamond Lake,Bayfield,341,138.0,83,25.3,46.2626617,-91.1453086,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2472800,Dinner Camp Lake,Bayfield,14,5.7,5,1.5,46.2700221,-91.3199013,Simple - Harsh - No Fishery,n/a,n/a,n/a
2899400,Drummond Lake,Bayfield,99,40.1,49,14.9,46.3439246,-91.2611381,Complex - Cool - Clear,no,no,n/a
2760800,Dry Well Lake,Bayfield,4,1.6,23,7.0,46.3898253,-91.3004638,Simple - Harsh - No Fishery,n/a,n/a,n/a
2461800,Ducetts Lake,Bayfield,8,3.2,19,5.8,46.4041203,-91.4938177,Simple - Warm - Dark,n/a,n/a,n/a
2760900,Duck Lake T47N R08W S26,Bayfield,22,8.9,22,6.7,46.5210796,-91.3331656,Simple - Warm - Dark,n/a,n/a,n/a
2902900,"Eagle Lake (Murray,Inch)",Bayfield,170,68.8,52,15.8,46.4987767,-91.3572018,Complex - Cool - Clear,no,no,n/a
2741600,"Eau Claire Lake, Lower*",Bayfield,802,324.6,41,12.5,46.2732375,-91.5510748,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2742100,"Eau Claire Lake, Middle",Bayfield,902,365.0,66,20.1,46.2955347,-91.5214057,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2742700,"Eau Claire Lake, Upper",Bayfield,996,403.1,92,28.0,46.3095432,-91.4789403,Complex - Two Story,n/a,n/a,Complex - Cool - Clear
2899500,Egg Lake,Bayfield,4,1.6,27,8.2,46.3505191,-91.2637602,Simple - Harsh - No Fishery,n/a,n/a,n/a
2896900,Eighteenmile Creek Spring,Bayfield,6,2.4,11,3.4,46.288207,-91.1665774,Simple - Trout Pond,n/a,n/a,n/a
2462200,"Eightmile Lake, East",Bayfield,35,14.2,22,6.7,46.4185013,-91.4609899,Simple - Cool - Clear,no,no,n/a
2598800,"Eightmile Lake, West",Bayfield,16,6.5,18,5.5,46.4230895,-91.4797492,Simple - Warm - Dark,n/a,n/a,n/a
2761100,Eko Lake,Bayfield,3,1.2,18,5.5,46.6881635,-91.0541553,Complex - Warm - Clear,n/a,n/a,n/a
2463700,Emerson Lake (Emerson#4),Bayfield,9,3.6,28,8.5,46.1678226,-91.1492777,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2761200,Erick Lake,Bayfield,10,4.0,26,7.9,46.5146658,-91.4901292,Simple - Harsh - No Fishery,n/a,n/a,n/a
2761400,Esox Lake (Bass Lake#2),Bayfield,51,20.6,48,14.6,46.3696066,-91.2536019,Simple - Cool - Clear,no,no,n/a
1847700,Evelyn Lake*(Perry),Bayfield,18,7.3,10,3.0,46.1535771,-91.0338264,Simple - Warm - Dark,n/a,n/a,n/a
2761600,Everett Lake,Bayfield,34,13.8,55,16.8,46.4701245,-91.2937405,Complex - Warm - Clear,n/a,n/a,n/a
2965500,Finger Lake,Bayfield,76,30.8,25,7.6,46.5114009,-91.2688688,Complex - Warm - Clear,n/a,n/a,n/a
2761800,Fire Lake,Bayfield,46,18.6,9,2.7,46.5778026,-91.3934151,Simple - Warm - Clear,no,no,n/a
2888200,Fish Creek Spring,Bayfield,2,0.8,3,0.9,46.5717488,-90.9858789,Simple - Trout Pond,n/a,n/a,n/a
2761900,Five Island Lake,Bayfield,48,19.4,24,7.3,46.512821,-91.348561,Simple - Warm - Dark,n/a,n/a,n/a
1858900,Five Lake (Fifth),Bayfield,63,25.5,14,4.3,46.1671414,-90.9859296,Simple - Warm - Dark,n/a,n/a,n/a
2762000,Flakefjord Lake (Chelonia),Bayfield,11,4.5,17,5.2,46.4035044,-91.2801034,Simple - Cool - Clear,yes,no,n/a
2762100,Flynn Lake T45N R07W S30,Bayfield,64,25.9,42,12.8,46.3537193,-91.2835396,Simple - Cool - Clear,no,no,n/a
2902800,Flynn Lake T46N R08W S03,Bayfield,29,11.7,9,2.7,46.4917471,-91.349836,Complex - Riverine,n/a,n/a,n/a
2465100,Frels Lake (Emerson No. 1),Bayfield,11,4.5,18,5.5,46.1646625,-91.1627438,Simple - Harsh - No Fishery,n/a,n/a,n/a
2734900,Friedbauer Lake,Bayfield,21,8.5,18,5.5,46.2702591,-91.0975129,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2762300,Frog Lake,Bayfield,8,3.2,8,2.4,46.4436541,-91.3177518,Simple - Harsh - No Fishery,n/a,n/a,n/a
2465400,Fuller Lake,Bayfield,5,2.0,9,2.7,46.1676873,-91.3826968,Simple - Harsh - No Fishery,n/a,n/a,n/a
2465700,George Lake,Bayfield,46,18.6,50,15.2,46.3767913,-91.5401834,Simple - Cool - Clear,n/a,n/a,n/a
2762400,Getsey Lake,Bayfield,19,7.7,20,6.1,46.4976813,-91.2917488,Simple - Cool - Clear,no,no,n/a
2423900,Ghost Lake,Bayfield,132,53.4,27,8.2,46.1849433,-91.0161329,Simple - Cool - Clear,no,no,n/a
2426400,Hadley Lake*,Bayfield,39,15.8,17,5.2,46.1511223,-90.9684088,Simple - Cool - Dark,no,no,n/a
2762700,Half Moon (Millpond)T47NR08WS17,Bayfield,106,42.9,10,3.0,46.5614739,-91.397865,Simple - Riverine,no,no,n/a
2472900,Half Moon Lake T44N R08W S24,Bayfield,15,6.1,17,5.2,46.2758861,-91.3089496,Simple - Cool - Dark,no,no,n/a
2467900,Hammil Lake (Hammel),Bayfield,83,33.6,47,14.3,46.2617969,-91.3033662,Complex - Cool - Clear,n/a,n/a,n/a
2762800,Happles Lake,Bayfield,24,9.7,36,11.0,46.4799277,-91.3687158,Simple - Harsh - No Fishery,n/a,n/a,n/a
2903200,"Hart Lake (Heart,Wiehe)",Bayfield,259,104.8,54,16.5,46.5185313,-91.3618926,Complex - Cool - Clear,no,no,n/a
2468600,Hay Lake T45N R09W S18,Bayfield,16,6.5,5,1.5,46.3754096,-91.5478878,Simple - Harsh - No Fishery,n/a,n/a,n/a
2901600,Hay Lake T46N R07W S07,Bayfield,59,23.9,21,6.4,46.4790816,-91.2879758,Simple - Riverine,n/a,n/a,n/a
2763100,Heart Lake,Bayfield,24,9.7,19,5.8,46.4867029,-91.2834923,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2468800,Henderson Lake,Bayfield,33,13.4,5,1.5,46.3371505,-91.4984082,Simple - Cool - Dark,no,no,n/a
2729500,Henry Lake,Bayfield,29,11.7,28,8.5,46.2384801,-91.3153487,Simple - Warm - Dark,n/a,n/a,n/a
2763400,Hicks Lake,Bayfield,6,2.4,9,2.7,46.5701812,-91.3411631,Simple - Harsh - No Fishery,n/a,n/a,n/a
2469000,Hidden Lake,Bayfield,34,13.8,15,4.6,46.1886662,-91.1471397,Simple - Cool - Clear,no,no,n/a
2469300,Hildebrand Lake(Emerson#3),Bayfield,17,6.9,42,12.8,46.1628513,-91.1669159,Simple - Cool - Clear,no,no,n/a
2902600,Hildur Lake (Bluebird),Bayfield,67,27.1,66,20.1,46.494978,-91.3376695,Complex - Cool - Clear,yes,no,n/a
2763500,Hobbs Lake,Bayfield,13,5.3,10,3.0,46.5818569,-91.3594093,Simple - Harsh - No Fishery,n/a,n/a,n/a
2763600,Hoist Lake,Bayfield,8,3.2,23,7.0,46.6671146,-91.2159892,Simple - Cool - Clear,no,no,n/a
2763700,Hollibar Lake,Bayfield,7,2.8,20,6.1,46.4609283,-91.2663054,Simple - Warm - Dark,n/a,n/a,n/a
2473000,Holly Lake,Bayfield,15,6.1,16,4.9,46.2705113,-91.306413,Simple - Warm - Dark,n/a,n/a,n/a
2735000,Holmes Lake,Bayfield,13,5.3,3,0.9,46.287967,-91.0860348,Simple - Harsh - No Fishery,n/a,n/a,n/a
2763800,Honey Lake,Bayfield,10,4.0,15,4.6,46.5478397,-91.2890353,Simple - Harsh - No Fishery,n/a,n/a,n/a
2473100,Horseshoe Lake T44N R07W S19,Bayfield,7,2.8,11,3.4,46.2793959,-91.3014088,Simple - Harsh - No Fishery,n/a,n/a,n/a
2764000,Horseshoe Lake T48N R07W S13,Bayfield,16,6.5,12,3.7,46.6424564,-91.1790778,Simple - Harsh - No Fishery,n/a,n/a,n/a
2764200,Hostrawser Lake,Bayfield,21,8.5,18,5.5,46.5465479,-91.4555867,Simple - Warm - Dark,n/a,n/a,n/a
2749900,Hyatt Spring,Bayfield,6,2.4,4,1.2,46.3239734,-91.3947211,Simple - Trout Pond,n/a,n/a,n/a
2470300,Idlewild Lake,Bayfield,16,6.5,22,6.7,46.325132,-91.535313,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2764300,Inch Lake,Bayfield,31,12.5,41,12.5,46.4980834,-91.3465446,Simple - Cool - Clear,no,no,n/a
2764500,Indian Lake,Bayfield,26,10.5,35,10.7,46.3561842,-90.9601353,Simple - Warm - Dark,n/a,n/a,n/a
2877000,Iron Lake,Bayfield,249,100.8,12,3.7,46.5336836,-91.4421875,Complex - Warm - Clear,n/a,n/a,n/a
2876000,Iron River Flowage,Bayfield,76,30.8,17,5.2,46.5601071,-91.4279856,Complex - Riverine,no,no,n/a
2470800,Island Lake T45N R09W S18,Bayfield,59,23.9,51,15.5,46.3870899,-91.5284749,Simple - Cool - Clear,n/a,n/a,n/a
2764600,Island Lake T47N R08W S24,Bayfield,27,10.9,30,9.1,46.5384632,-91.3048351,Simple - Warm - Dark,n/a,n/a,n/a
2764700,Jackman Lake,Bayfield,12,4.9,22,6.7,46.595033,-91.3824468,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2734200,Jackson Lake,Bayfield,142,57.5,13,4.0,46.249257,-91.1161401,Complex - Cool - Dark,no,no,n/a
2764800,Jesse Lake,Bayfield,11,4.5,17,5.2,46.5243564,-91.4565299,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2732200,Joann Lake,Bayfield,12,4.9,14,4.3,46.2031636,-91.237711,Simple - Cool - Dark,no,no,n/a
2765000,Johnson Lake,Bayfield,11,4.5,12,3.7,46.5808835,-91.3331904,Simple - Harsh - No Fishery,n/a,n/a,n/a
2899000,Johnson Springs,Bayfield,2,0.8,12,3.7,46.3651585,-91.2324433,Simple - Trout Pond,n/a,n/a,n/a
2765200,Jones Lake,Bayfield,48,19.4,7,2.1,46.5423702,-91.4718789,Simple - Harsh - No Fishery,n/a,n/a,n/a
2472000,Kelly Lake,Bayfield,56,22.7,17,5.2,46.3582029,-91.4605359,Complex - Warm - Clear,n/a,n/a,n/a
2900500,Kern Lake,Bayfield,91,36.8,21,6.4,46.4306895,-91.2387053,Complex - Warm - Clear,no,no,n/a
2734700,Knotting Lake (Aqua),Bayfield,80,32.4,13,4.0,46.2739663,-91.1155323,Simple - Warm - Dark,n/a,n/a,n/a
2765700,Lake R,Bayfield,14,5.7,33,10.1,46.5682213,-91.3005273,Simple - Harsh - No Fishery,n/a,n/a,n/a
2766100,Lake Sixteen,Bayfield,9,3.6,31,9.4,46.2963731,-91.1311044,Simple - Warm - Dark,n/a,n/a,n/a
2473900,Lamereau Lake,Bayfield,10,4.0,3,0.9,46.4062809,-91.4247936,Simple - Harsh - No Fishery,n/a,n/a,n/a
2766300,Lee Lake,Bayfield,5,2.0,8,2.4,46.3973377,-91.3134425,Simple - Harsh - No Fishery,n/a,n/a,n/a
2766400,Lemon Lake,Bayfield,6,2.4,40,12.2,46.4773566,-91.2778188,Simple - Warm - Dark,n/a,n/a,n/a
2880300,Lenawee Lake,Bayfield,15,6.1,15,4.6,46.7126146,-91.2448458,Simple - Harsh - Has Fishery,n/a,n/a,n/a
2475200,Lerche Lake,Bayfield,18,7.3,37,11.3,46.1978037,-91.3460643,Simple - Warm - Dark,n/a,n/a,n/a
2766500,Lester Lake,Bayfield,24,9.7,44,13.4,46.5006101,-91.3038786,Simple - Warm - Dark,n/a,n/a,n/a
2766600,Lindgren Lake,Bayfield,7,2.8,12,3.7,46.5314696,-91.5069599,Simple - Harsh - No Fishery,n/a,n/a,n/a
2766700,Line Lake,Bayfield,8,3.2,18,5.5,46.4153889,-91.2480295,Simple - Warm - Dark,n/a,n/a,n/a
2735200,Little Bass Lake,Bayfield,43,17.4,15,4.6,46.2257212,-91.0466334,Simple - Warm - Dark,n/a,n/a,n/a
2898000,Little Hidden Lake,Bayfield,3,1.2,43,13.1,46.3144798,-91.1801066,Simple - Trout Pond,n/a,n/a,n/a
2476800,Little Island Lake,Bayfield,70,28.3,15,4.6,46.3697546,-91.5043898,Simple - Warm - Dark,n/a,n/a,n/a
2730100,Little Rosa Lake,Bayfield,7,2.8,16,4.9,46.2432677,-91.304649,Simple - Harsh - No Fishery,n/a,n/a,n/a
2882200,Little Siskiwit Lake,Bayfield,44,17.8,16,4.9,46.8012027,-91.1081019,Complex - Cool - Clear,no,no,n/a
2766900,Little Star Lake,Bayfield,6,2.4,68,20.7,46.3965263,-91.2185853,Simple - Two Story,n/a,n/a,Simple - Cool - Clear
2896800,Lizzie Lake (Davis),Bayfield,17,6.9,5,1.5,46.2885256,-91.1017081,Simple - Harsh - No Fishery,n/a,n/a,n/a
2767100,Long Lake T47N R08W S02,Bayfield,263,106.4,23,7.0,46.5818894,-91.3437371,Complex - Cool - Clear,yes,no,n/a
